NUMBER_OF_SALES;TOTAL_REVENUE;NUMBER_OF_UNIT_SOLD;PURCHASE_DATE;MONTH_ID;DAY_OF_WEEK;TIME_BUCKET;SPENDER_BUCKET;STORE_LOCATION;PRODUCT_CATEGORY;PRODUCT_DETAIL;PRODUCT_TYPE
1;5;2;2023/01/21;202301;Sat;MORNING;LOW;Lower Manhattan;Tea;Traditional Blend Chai Rg;Brewed Chai tea
2;70;4;2023/01/21;202301;Sat;MORNING;HIGH;Astoria;Branded;I Need My Bean! Diner mug;Housewares
2;18;6;2023/01/21;202301;Sat;MORNING;MEDUIM;Astoria;Tea;English Breakfast Lg;Brewed Black tea
1;14;4;2023/01/21;202301;Sat;MORNING;MEDUIM;Hell's Kitchen;Coffee;Ethiopia Lg;Gourmet brewed coffee
1;18;6;2023/01/21;202301;Sat;MORNING;MEDUIM;Lower Manhattan;Tea;Lemon Grass Lg;Brewed herbal tea
1;10;4;2023/01/21;202301;Sat;MORNING;LOW;Astoria;Coffee;Our Old Time Diner Blend Rg;Drip coffee
1;6;2;2023/01/21;202301;Sat;MORNING;LOW;Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea
1;20;2;2023/01/21;202301;Sat;MORNING;MEDUIM;Hell's Kitchen;Coffee beans;Guatemalan Sustainably Grown;Green beans
1;17,9;2;2023/01/21;202301;Sat;MORNING;MEDUIM;Hell's Kitchen;Loose Tea;Earl Grey;Black tea
2;72;4;2023/01/21;202301;Sat;MORNING;HIGH;Hell's Kitchen;Coffee beans;Our Old Time Diner Blend;House blend Beans
1;7;2;2023/01/21;202301;Sat;MORNING;LOW;Lower Manhattan;Bakery;Croissant;Pastry
1;12;4;2023/01/21;202301;Sat;MORNING;MEDUIM;Lower Manhattan;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
1;5;2;2023/01/21;202301;Sat;MORNING;LOW;Lower Manhattan;Tea;Peppermint Rg;Brewed herbal tea
4;30;12;2023/01/21;202301;Sat;MORNING;MEDUIM;Astoria;Tea;Lemon Grass Rg;Brewed herbal tea
2;3,2;4;2023/01/21;202301;Sat;MORNING;LOW;Hell's Kitchen;Flavours;Sugar Free Vanilla syrup;Sugar free syrup
1;9;2;2023/01/21;202301;Sat;MORNING;LOW;Lower Manhattan;Bakery;Scottish Cream Scone ;Scone
2;8;4;2023/01/21;202301;Sat;MORNING;LOW;Hell's Kitchen;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
1;15;4;2023/01/21;202301;Sat;MORNING;MEDUIM;Lower Manhattan;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
1;18;4;2023/01/21;202301;Sat;MORNING;MEDUIM;Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
1;6,2;2;2023/01/21;202301;Sat;MORNING;LOW;Astoria;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
4;30;10;2023/01/21;202301;Sat;MORNING;MEDUIM;Hell's Kitchen;Tea;Traditional Blend Chai Lg;Brewed Chai tea
1;28;2;2023/01/21;202301;Sat;MORNING;MEDUIM;Hell's Kitchen;Branded;I Need My Bean! Latte cup;Housewares
3;25;10;2023/01/21;202301;Sat;MORNING;MEDUIM;Hell's Kitchen;Tea;Earl Grey Rg;Brewed Black tea
1;21;6;2023/01/21;202301;Sat;MORNING;MEDUIM;Lower Manhattan;Coffee;Ethiopia Lg;Gourmet brewed coffee
2;13;4;2023/01/21;202301;Sat;MORNING;MEDUIM;Astoria;Bakery;Hazelnut Biscotti;Biscotti
3;19,5;6;2023/01/21;202301;Sat;MORNING;MEDUIM;Hell's Kitchen;Bakery;Ginger Scone;Scone
3;35;14;2023/01/21;202301;Sat;MORNING;MEDUIM;Lower Manhattan;Tea;English Breakfast Rg;Brewed Black tea
2;13;4;2023/01/21;202301;Sat;MORNING;MEDUIM;Lower Manhattan;Bakery;Cranberry Scone;Scone
1;18,5;2;2023/01/21;202301;Sat;MORNING;MEDUIM;Hell's Kitchen;Loose Tea;Serenity Green Tea;Green tea
2;15;4;2023/01/21;202301;Sat;MORNING;MEDUIM;Hell's Kitchen;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
1;8,8;4;2023/01/21;202301;Sat;MORNING;LOW;Astoria;Coffee;Brazilian Sm;Organic brewed coffee
1;12;4;2023/01/21;202301;Sat;MORNING;MEDUIM;Astoria;Coffee;Ethiopia Rg;Gourmet brewed coffee
1;9;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Hell's Kitchen;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
1;7,5;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Hell's Kitchen;Bakery;Jumbo Savory Scone;Scone
2;15;6;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
1;5;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Astoria;Tea;Lemon Grass Rg;Brewed herbal tea
2;36;8;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
2;18,6;6;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
3;22,5;6;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Lower Manhattan;Bakery;Chocolate Croissant;Pastry
1;6,2;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Astoria;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
3;16;8;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Our Old Time Diner Blend Sm;Drip coffee
1;8;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Astoria;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
2;25,5;6;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Cappuccino Lg;Barista Espresso
2;6,4;8;2023/01/21;202301;Sat;AFTERNOON;LOW;Hell's Kitchen;Flavours;Carmel syrup;Regular syrup
1;10;4;2023/01/21;202301;Sat;AFTERNOON;LOW;Lower Manhattan;Tea;Earl Grey Rg;Brewed Black tea
1;12;4;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Earl Grey Lg;Brewed Black tea
1;7;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Hell's Kitchen;Bakery;Chocolate Chip Biscotti;Biscotti
2;18;6;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Astoria;Coffee;Our Old Time Diner Blend Lg;Drip coffee
1;14;4;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Astoria;Coffee;Brazilian Lg;Organic brewed coffee
2;15;6;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Peppermint Rg;Brewed herbal tea
1;7;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Lower Manhattan;Coffee;Brazilian Lg;Organic brewed coffee
1;7,5;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Lower Manhattan;Bakery;Jumbo Savory Scone;Scone
1;12;6;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Our Old Time Diner Blend Sm;Drip coffee
1;12,4;4;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
2;4,8;6;2023/01/21;202301;Sat;AFTERNOON;LOW;Hell's Kitchen;Flavours;Sugar Free Vanilla syrup;Sugar free syrup
1;8;4;2023/01/21;202301;Sat;AFTERNOON;LOW;Astoria;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
2;15;6;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Serenity Green Tea Rg;Brewed Green tea
1;4;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Lower Manhattan;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
3;57;12;2023/01/21;202301;Sat;AFTERNOON;HIGH;Astoria;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate
1;39,5;2;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Lower Manhattan;Coffee beans;Jamacian Coffee River;Premium Beans
2;28;8;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Brazilian Lg;Organic brewed coffee
3;22,5;6;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Hell's Kitchen;Bakery;Almond Croissant;Pastry
2;18;6;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Lower Manhattan;Tea;Serenity Green Tea Lg;Brewed Green tea
1;17;4;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Astoria;Coffee;Latte Rg;Barista Espresso
1;7,5;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Lower Manhattan;Coffee;Cappuccino;Barista Espresso
1;1,6;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Lower Manhattan;Flavours;Carmel syrup;Regular syrup
1;56;2;2023/01/21;202301;Sat;AFTERNOON;HIGH;Lower Manhattan;Branded;I Need My Bean! T-shirt;Clothing
1;6,5;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Astoria;Bakery;Cranberry Scone;Scone
3;35;10;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Hell's Kitchen;Coffee;Ethiopia Lg;Gourmet brewed coffee
1;45;2;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Lower Manhattan;Coffee beans;Organic Decaf Blend;Organic Beans
1;10;4;2023/01/21;202301;Sat;AFTERNOON;LOW;Hell's Kitchen;Coffee;Our Old Time Diner Blend Rg;Drip coffee
1;10;4;2023/01/21;202301;Sat;AFTERNOON;LOW;Lower Manhattan;Tea;Lemon Grass Rg;Brewed herbal tea
1;7;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Lower Manhattan;Bakery;Ginger Biscotti;Biscotti
1;10;4;2023/01/21;202301;Sat;AFTERNOON;LOW;Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
2;14;4;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Hell's Kitchen;Bakery;Ginger Biscotti;Biscotti
1;8,8;4;2023/01/21;202301;Sat;AFTERNOON;LOW;Hell's Kitchen;Coffee;Brazilian Sm;Organic brewed coffee
1;10;4;2023/01/21;202301;Sat;AFTERNOON;LOW;Lower Manhattan;Coffee;Our Old Time Diner Blend Rg;Drip coffee
1;15;6;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Lower Manhattan;Tea;Traditional Blend Chai Rg;Brewed Chai tea
1;10;4;2023/01/21;202301;Sat;AFTERNOON;LOW;Astoria;Tea;Peppermint Rg;Brewed herbal tea
1;7;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Astoria;Bakery;Croissant;Pastry
1;12;4;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Hell's Kitchen;Tea;Peppermint Lg;Brewed herbal tea
1;7,5;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Hell's Kitchen;Coffee;Cappuccino;Barista Espresso
2;16,2;6;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Ouro Brasileiro shot;Barista Espresso
1;6;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Lower Manhattan;Bakery;Oatmeal Scone;Scone
1;17,9;2;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Lower Manhattan;Loose Tea;English Breakfast;Black tea
1;5,1;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Hell's Kitchen;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
1;6,5;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Astoria;Bakery;Ginger Scone;Scone
1;36;2;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Astoria;Coffee beans;Our Old Time Diner Blend;House blend Beans
1;6,2;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Astoria;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
2;24;8;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Espresso shot;Barista Espresso
1;12;4;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Our Old Time Diner Blend Lg;Drip coffee
1;22,5;6;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Lower Manhattan;Coffee;Latte;Barista Espresso
1;1,6;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Lower Manhattan;Flavours;Chocolate syrup;Regular syrup
1;6;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Astoria;Coffee;Espresso shot;Barista Espresso
1;1,6;2;2023/01/21;202301;Sat;AFTERNOON;LOW;Astoria;Flavours;Carmel syrup;Regular syrup
1;46;2;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Astoria;Branded;I Need My Bean! Latte cup;Housewares
1;12;4;2023/01/21;202301;Sat;AFTERNOON;MEDUIM;Lower Manhattan;Tea;English Breakfast Lg;Brewed Black tea
1;18,6;6;2023/01/21;202301;Sat;EVENING;MEDUIM;Lower Manhattan;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
1;6,5;2;2023/01/21;202301;Sat;EVENING;LOW;Lower Manhattan;Bakery;Hazelnut Biscotti;Biscotti
1;4,4;2;2023/01/21;202301;Sat;EVENING;LOW;Lower Manhattan;Coffee;Ethiopia Sm;Gourmet brewed coffee
1;14;4;2023/01/21;202301;Sat;EVENING;MEDUIM;Lower Manhattan;Coffee;Ethiopia Lg;Gourmet brewed coffee
2;21;6;2023/01/21;202301;Sat;EVENING;MEDUIM;Hell's Kitchen;Drinking Chocolate;Dark chocolate Rg;Hot chocolate
1;15;6;2023/01/21;202301;Sat;EVENING;MEDUIM;Lower Manhattan;Tea;Serenity Green Tea Rg;Brewed Green tea
1;18;4;2023/01/21;202301;Sat;EVENING;MEDUIM;Lower Manhattan;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
1;5;2;2023/01/21;202301;Sat;EVENING;LOW;Hell's Kitchen;Tea;Lemon Grass Rg;Brewed herbal tea
2;13;4;2023/01/21;202301;Sat;EVENING;MEDUIM;Hell's Kitchen;Bakery;Ginger Scone;Scone
1;5;2;2023/01/21;202301;Sat;EVENING;LOW;Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea
1;5;2;2023/01/21;202301;Sat;EVENING;LOW;Lower Manhattan;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
1;6;2;2023/01/21;202301;Sat;EVENING;LOW;Lower Manhattan;Bakery;Oatmeal Scone;Scone
2;20;8;2023/01/21;202301;Sat;EVENING;MEDUIM;Hell's Kitchen;Tea;Serenity Green Tea Rg;Brewed Green tea
1;10;4;2023/01/21;202301;Sat;EVENING;LOW;Astoria;Tea;Lemon Grass Rg;Brewed herbal tea
1;9;2;2023/01/21;202301;Sat;EVENING;LOW;Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
1;10;4;2023/01/21;202301;Sat;EVENING;LOW;Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee
2;38;8;2023/01/21;202301;Sat;EVENING;MEDUIM;Astoria;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate
2;13;4;2023/01/21;202301;Sat;EVENING;MEDUIM;Astoria;Bakery;Ginger Scone;Scone
1;19;4;2023/01/21;202301;Sat;EVENING;MEDUIM;Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate
1;12,4;4;2023/01/21;202301;Sat;EVENING;MEDUIM;Astoria;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
1;8,8;4;2023/01/21;202301;Sat;EVENING;LOW;Astoria;Coffee;Ethiopia Sm;Gourmet brewed coffee
2;20;8;2023/01/21;202301;Sat;EVENING;MEDUIM;Astoria;Tea;Morning Sunrise Chai Rg;Brewed Chai tea
3;16;8;2023/01/21;202301;Sat;EVENING;MEDUIM;Hell's Kitchen;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
1;10;4;2023/01/21;202301;Sat;EVENING;LOW;Astoria;Tea;Traditional Blend Chai Rg;Brewed Chai tea
1;12,4;4;2023/01/21;202301;Sat;EVENING;MEDUIM;Astoria;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
2;15;6;2023/01/21;202301;Sat;EVENING;MEDUIM;Hell's Kitchen;Coffee;Our Old Time Diner Blend Rg;Drip coffee
1;10;4;2023/01/21;202301;Sat;EVENING;LOW;Astoria;Tea;Earl Grey Rg;Brewed Black tea
1;46;2;2023/01/21;202301;Sat;EVENING;MEDUIM;Astoria;Branded;I Need My Bean! Latte cup;Housewares
1;19;4;2023/01/21;202301;Sat;EVENING;MEDUIM;Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate
2;12;4;2023/01/21;202301;Sat;EVENING;MEDUIM;Hell's Kitchen;Coffee;Ethiopia Rg;Gourmet brewed coffee
1;15;6;2023/01/21;202301;Sat;EVENING;MEDUIM;Lower Manhattan;Tea;Lemon Grass Rg;Brewed herbal tea
1;6;2;2023/01/21;202301;Sat;EVENING;LOW;Astoria;Tea;English Breakfast Lg;Brewed Black tea
1;5;2;2023/01/21;202301;Sat;EVENING;LOW;Astoria;Tea;English Breakfast Rg;Brewed Black tea
2;24;8;2023/01/21;202301;Sat;EVENING;MEDUIM;Astoria;Coffee;Ethiopia Rg;Gourmet brewed coffee
1;12;4;2023/01/21;202301;Sat;EVENING;MEDUIM;Hell's Kitchen;Coffee;Brazilian Rg;Organic brewed coffee
1;4,4;2;2023/01/21;202301;Sat;EVENING;LOW;Lower Manhattan;Coffee;Brazilian Sm;Organic brewed coffee
1;7;2;2023/01/21;202301;Sat;EVENING;LOW;Lower Manhattan;Bakery;Croissant;Pastry
1;17;4;2023/01/21;202301;Sat;EVENING;MEDUIM;Hell's Kitchen;Coffee;Cappuccino Lg;Barista Espresso
2;6,4;8;2023/01/21;202301;Sat;EVENING;LOW;Astoria;Flavours;Hazelnut syrup;Regular syrup
2;18;6;2023/01/21;202301;Sat;EVENING;MEDUIM;Astoria;Tea;Traditional Blend Chai Lg;Brewed Chai tea
1;7,5;2;2023/01/21;202301;Sat;EVENING;LOW;Hell's Kitchen;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
3;37,5;10;2023/01/21;202301;Sat;EVENING;MEDUIM;Astoria;Coffee;Cappuccino;Barista Espresso
1;6;2;2023/01/21;202301;Sat;EVENING;LOW;Astoria;Tea;Lemon Grass Lg;Brewed herbal tea
2;10,2;4;2023/01/21;202301;Sat;EVENING;HIGH;Hell's Kitchen;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea
2;18;6;2023/01/21;202301;Sat;EVENING;MEDUIM;Astoria;Coffee;Brazilian Rg;Organic brewed coffee
2;18;6;2023/01/21;202301;Sat;EVENING;MEDUIM;Astoria;Tea;Earl Grey Lg;Brewed Black tea
1;3,2;4;2023/01/21;202301;Sat;EVENING;LOW;Astoria;Flavours;Sugar Free Vanilla syrup;Sugar free syrup
2;24;8;2023/01/21;202301;Sat;EVENING;MEDUIM;Hell's Kitchen;Tea;Peppermint Lg;Brewed herbal tea
2;22,5;6;2023/01/21;202301;Sat;EVENING;MEDUIM;Astoria;Coffee;Latte;Barista Espresso
2;4,8;6;2023/01/21;202301;Sat;EVENING;LOW;Astoria;Flavours;Carmel syrup;Regular syrup
1;6;2;2023/01/21;202301;Sat;EVENING;LOW;Hell's Kitchen;Tea;Serenity Green Tea Lg;Brewed Green tea
1;5;2;2023/01/21;202301;Sat;EVENING;LOW;Hell's Kitchen;Tea;Traditional Blend Chai Rg;Brewed Chai tea
1;12,4;4;2023/01/21;202301;Sat;EVENING;MEDUIM;Hell's Kitchen;Coffee;Jamaican Coffee River Rg;Premium brewed coffee
1;7;2;2023/01/21;202301;Sat;EVENING;LOW;Hell's Kitchen;Bakery;Croissant;Pastry
1;12;4;2023/01/21;202301;Sat;EVENING;MEDUIM;Hell's Kitchen;Tea;Lemon Grass Lg;Brewed herbal tea
3;45;12;2023/01/22;202301;Sun;MORNING;MEDUIM;Lower Manhattan;Coffee;Cappuccino;Barista Espresso
3;24;8;2023/01/22;202301;Sun;MORNING;MEDUIM;Lower Manhattan;Tea;Peppermint Lg;Brewed herbal tea
1;6,2;2;2023/01/22;202301;Sun;MORNING;LOW;Lower Manhattan;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
4;35;14;2023/01/22;202301;Sun;MORNING;MEDUIM;Lower Manhattan;Tea;Peppermint Rg;Brewed herbal tea
1;8,8;4;2023/01/15;202301;Sun;EVENING;LOW;Hell's Kitchen;Coffee;Brazilian Sm;Organic brewed coffee
1;4,4;2;2023/01/15;202301;Sun;EVENING;LOW;Hell's Kitchen;Coffee;Ethiopia Sm;Gourmet brewed coffee
1;5;2;2023/01/16;202301;Mon;AFTERNOON;LOW;Lower Manhattan;Tea;Serenity Green Tea Rg;Brewed Green tea
1;6,5;2;2023/01/16;202301;Mon;AFTERNOON;LOW;Astoria;Bakery;Ginger Scone;Scone
1;10;4;2023/01/16;202301;Mon;EVENING;LOW;Astoria;Tea;Lemon Grass Rg;Brewed herbal tea
1;7,5;2;2023/01/16;202301;Mon;EVENING;LOW;Astoria;Bakery;Jumbo Savory Scone;Scone
1;18;4;2023/01/16;202301;Mon;EVENING;MEDUIM;Hell's Kitchen;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
1;17,9;2;2023/01/16;202301;Mon;EVENING;MEDUIM;Lower Manhattan;Loose Tea;Lemon Grass;Herbal tea
1;12;4;2023/01/16;202301;Mon;EVENING;MEDUIM;Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea
1;7;2;2023/01/16;202301;Mon;EVENING;LOW;Lower Manhattan;Bakery;Ginger Biscotti;Biscotti
1;14;4;2023/01/16;202301;Mon;EVENING;MEDUIM;Hell's Kitchen;Coffee;Brazilian Lg;Organic brewed coffee
1;8;4;2023/01/17;202301;Tue;MORNING;LOW;Astoria;Coffee;Our Old Time Diner Blend Sm;Drip coffee
1;7,5;2;2023/01/17;202301;Tue;MORNING;LOW;Astoria;Bakery;Almond Croissant;Pastry
1;7,5;2;2023/01/17;202301;Tue;AFTERNOON;LOW;Lower Manhattan;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
1;6,5;2;2023/01/17;202301;Tue;AFTERNOON;LOW;Lower Manhattan;Bakery;Cranberry Scone;Scone
1;7,5;2;2023/01/17;202301;Tue;EVENING;LOW;Lower Manhattan;Coffee;Cappuccino;Barista Espresso
1;7,5;2;2023/01/17;202301;Tue;EVENING;LOW;Astoria;Bakery;Almond Croissant;Pastry
1;6,5;2;2023/01/18;202301;Wed;MORNING;LOW;Lower Manhattan;Bakery;Cranberry Scone;Scone
1;18;4;2023/01/18;202301;Wed;MORNING;MEDUIM;Lower Manhattan;Drinking Chocolate;Dark chocolate Lg;Hot chocolate
1;6;2;2023/01/18;202301;Wed;MORNING;LOW;Astoria;Tea;Earl Grey Lg;Brewed Black tea
1;28;2;2023/01/18;202301;Wed;MORNING;MEDUIM;Lower Manhattan;Branded;I Need My Bean! Latte cup;Housewares
1;4;2;2023/01/18;202301;Wed;MORNING;LOW;Lower Manhattan;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
1;30;2;2023/01/18;202301;Wed;MORNING;MEDUIM;Hell's Kitchen;Coffee beans;Columbian Medium Roast;Gourmet Beans
1;4;2;2023/01/18;202301;Wed;MORNING;LOW;Hell's Kitchen;Coffee;Our Old Time Diner Blend Sm;Drip coffee
2;13,2;6;2023/01/18;202301;Wed;MORNING;MEDUIM;Lower Manhattan;Coffee;Ethiopia Sm;Gourmet brewed coffee
1;7;2;2023/01/18;202301;Wed;MORNING;LOW;Astoria;Bakery;Chocolate Chip Biscotti;Biscotti
1;17,9;2;2023/01/18;202301;Wed;MORNING;MEDUIM;Astoria;Loose Tea;Lemon Grass;Herbal tea
1;12;4;2023/01/18;202301;Wed;MORNING;MEDUIM;Lower Manhattan;Coffee;Our Old Time Diner Blend Lg;Drip coffee
2;13;4;2023/01/18;202301;Wed;AFTERNOON;MEDUIM;Lower Manhattan;Bakery;Cranberry Scone;Scone
1;12;4;2023/01/18;202301;Wed;AFTERNOON;MEDUIM;Astoria;Tea;Traditional Blend Chai Lg;Brewed Chai tea
1;7,5;2;2023/01/18;202301;Wed;AFTERNOON;LOW;Lower Manhattan;Coffee;Jamaican Coffee River Lg;Premium brewed coffee
1;6;2;2023/01/18;202301;Wed;AFTERNOON;LOW;Lower Manhattan;Bakery;Oatmeal Scone;Scone
1;8;4;2023/01/18;202301;Wed;AFTERNOON;LOW;Astoria;Coffee;Our Old Time Diner Blend Sm;Drip coffee
1;4,4;2;2023/01/18;202301;Wed;AFTERNOON;LOW;Lower Manhattan;Coffee;Ethiopia Sm;Gourmet brewed coffee
1;16;4;2023/01/18;202301;Wed;AFTERNOON;MEDUIM;Astoria;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
1;3,2;4;2023/01/18;202301;Wed;AFTERNOON;LOW;Hell's Kitchen;Flavours;Hazelnut syrup;Regular syrup
1;17;4;2023/01/18;202301;Wed;AFTERNOON;MEDUIM;Astoria;Coffee;Latte Rg;Barista Espresso
1;6;2;2023/01/18;202301;Wed;EVENING;LOW;Astoria;Tea;Serenity Green Tea Lg;Brewed Green tea
1;6;2;2023/01/18;202301;Wed;EVENING;LOW;Lower Manhattan;Coffee;Espresso shot;Barista Espresso
1;12;4;2023/01/18;202301;Wed;EVENING;MEDUIM;Lower Manhattan;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee
1;6,2;2;2023/01/18;202301;Wed;EVENING;LOW;Astoria;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea
2;15;4;2023/01/21;202301;Sat;EVENING;MEDUIM;Hell's Kitchen;Bakery;Chocolate Croissant;Pastry
1;3,2;4;2023/01/16;202301;Mon;AFTERNOON;LOW;Astoria;Flavours;Carmel syrup;Regular syrup
1;12;4;2023/01/18;202301;Wed;EVENING;MEDUIM;Hell's Kitchen;Tea;Lemon Grass Lg;Brewed herbal tea
1;29,5;2;2023/01/18;202301;Wed;EVENING;MEDUIM;Astoria;Coffee beans;Espresso Roast;Espresso Beans
1;10;4;2023/01/19;202301;Thu;MORNING;LOW;Hell's Kitchen;Tea;Serenity Green Tea Rg;Brewed Green tea
1;15,2;2;2023/01/19;202301;Thu;MORNING;MEDUIM;Hell's Kitchen;Packaged Chocolate;Sustainably Grown Organic;Organic Chocolate
1;8;4;2023/01/17;202301;Tue;EVENING;LOW;Hell's Kitchen;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee
1;90;2;2023/01/19;202301;Thu;MORNING;HIGH;Hell's Kitchen;Coffee beans;Civet Cat;Premium Beans
1;9,8;4;2023/01/19;202301;Thu;MORNING;LOW;Lower Manhattan;Coffee;Jamaican Coffee River Sm;Premium brewed coffee
1;7;2;2023/01/19;202301;Thu;MORNING;LOW;Astoria;Bakery;Ginger Biscotti;Biscotti
1;6,5;2;2023/01/19;202301;Thu;MORNING;LOW;Lower Manhattan;Bakery;Hazelnut Biscotti;Biscotti
1;9;2;2023/01/19;202301;Thu;MORNING;LOW;Astoria;Bakery;Scottish Cream Scone ;Scone
1;6;2;2023/01/19;202301;Thu;MORNING;LOW;Lower Manhattan;Tea;English Breakfast Lg;Brewed Black tea
1;15;4;2023/01/19;202301;Thu;AFTERNOON;MEDUIM;Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate
1;8;2;2023/01/19;202301;Thu;AFTERNOON;LOW;Astoria;Tea;Morning Sunrise Chai Lg;Brewed Chai tea
